source_id,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radius_gspphot
139437109698316416,1.0430226234063127,0.059920132,17.406881,1.016888,16.360964,16.915379,15.664497,1.2508812,0.6319
139443607984157056,0.3936095566370105,0.036182433,10.878471,1.0502969,15.183291,15.544367,14.648278,0.8960886,1.402
139444909357924992,1.5638944188096218,0.15278997,10.235583,1.0188812,17.93633,18.946861,16.896002,2.0508595,0.4754
139455595237651712,0.7459678670048083,0.065171376,11.44625,0.9960763,16.421951,16.888847,15.7862625,1.1025848,0.5674
139463154379087104,0.8745366875906607,0.075299285,11.614143,0.9014476,16.75912,17.342129,16.056936,1.2851925,0.662
139468175197043200,0.7795936028017527,0.022815753,34.169094,1.0496603,13.73882,14.065023,13.240957,0.82406616,1.7711
139468690593112960,0.6556083427311691,0.04724833,13.875799,1.1052204,15.870981,16.344984,15.240117,1.104867,0.9712
139469137269708160,0.49781616470619144,0.047475506,10.485747,1.106634,16.003859,16.438099,15.404733,1.0333662,0.7392
139470614738455168,0.6490140540569586,0.04546663,14.274513,1.0292705,15.936604,16.360321,15.331888,1.0284328,0.9211
139475214647028736,4.092311306914957,0.098549,41.52565,0.97628605,17.376163,18.883825,16.193121,2.6907043,0.4978
139476279798795776,1.8799049867597413,0.019947996,94.240295,1.0221397,12.805195,13.173632,12.261634,0.9119978,1.397
139476627693579008,0.6756149761251652,0.036689237,18.414528,1.0637318,14.910619,15.295186,14.348977,0.94620895,1.2822
139479131657228032,1.7139987369521559,0.1588748,10.788362,1.0234476,18.19576,19.554893,17.076796,2.478098,0.4968
139481025740049920,1.6606901012111406,0.05268934,31.518522,1.0512669,16.061367,17.079172,15.0568495,2.0223227,1.0035
139484182538774016,1.7426459434825516,0.069688894,25.006079,1.0785866,16.715464,17.626005,15.77382,1.8521852,0.7129
139493463965349120,1.096779984949171,0.05129462,21.38197,1.0276514,16.109987,16.746964,15.351432,1.3955317,0.8448
139494322958806528,1.0629887282297736,0.04106009,25.888613,1.029068,15.700811,16.203566,15.036115,1.1674509,0.8744
139495383813558400,2.0477515715300427,0.0972435,21.05798,1.125929,17.156736,18.38091,16.063572,2.317339,0.5923
139497411038121984,1.8214640632302088,0.067821674,26.856667,1.0693159,16.515392,17.542946,15.51879,2.0241556,0.8097
139497552774165760,1.7840180000162273,0.02235816,79.7927,1.1418165,14.236416,14.763957,13.561792,1.2021646,1.0262
139500164114211072,3.6827004622395836,0.036091335,102.03835,1.0135275,15.300344,16.215515,14.355928,1.8595867,0.632
139500713870037632,1.0547967935252194,0.02788878,37.821545,0.98622394,14.9214945,15.366624,14.307949,1.0586748,1.0276
